CHECK SHEET NO,생산일자,공장,공정코드,신규분류요약,함수율,품목코드,품명,양품수량,불량수량,샘플수량,생산수량,샘플창고수량,샘플제외 양품수량,멸균번호,기계코드,상태,SIZE
A20260106-141,2026-01-09,C관(2공장),[80] 누수/규격검사,1-Day_Sph,58,P0247A-02.00,1-DAY_58_공용_MD로고,"2,460",5,0,"2,465",0,"2,460",OG93,누수/규격검사(2공장),확인,14.2
A20260106-141,2026-01-09,C관(2공장),[55] 접착/ 멸균,1-Day_Sph,58,P0247A-02.00,1-DAY_58_공용_MD로고,"2,465",90,5,"2,560",0,"2,465",OG93,검사43호기,확인,14.2
A20260107-366,2026-01-09,C관(2공장),[55] 접착/ 멸균,1-Day_Sph,58,P0247A-02.00,1-DAY_58_공용_MD로고,"2,120",40,5,"2,165",0,"2,120",OG93,검사47호기,확인,14.2
A20260107-366,2026-01-09,C관(2공장),[45] 하이드레이션/전면검사,1-Day_Sph,58,P0247A-02.00,1-DAY_58_공용_MD로고,"2,165",2,0,"2,167",0,"2,165",,워터배스2-12호기,확인,14.2
A20260106-466,2026-01-09,C관(2공장),[55] 접착/ 멸균,1-Day_Sph,58,P0247A-02.50,1-DAY_58_공용_MD로고,"2,090",140,5,"2,235",0,"2,090",OG93,검사43호기,확인,14.2
A20260106-116,2026-01-08,C관(2공장),[45] 하이드레이션/전면검사,1-Day_Sph,58,P0247A-02.50,1-DAY_58_공용_MD로고,"2,235",1,0,"2,236",0,"2,235",,워터배스2-12호기,확인,14.2
A20260106-466,2026-01-08,C관(2공장),[45] 하이드레이션/전면검사,1-Day_Sph,58,P0247A-02.50,1-DAY_58_공용_MD로고,"2,235",3,0,"2,238",0,"2,235",,워터배스2-12호기,확인,14.2
A20260108-476,2026-01-10,C관(2공장),[45] 하이드레이션/전면검사,1-Day_Sph,58,P0247A-02.50,1-DAY_58_공용_MD로고,"2,405",1,0,"2,406",0,"2,405",,워터배스2-2호기,확인,14.2
A20260108-476,2026-01-11,C관(2공장),[55] 접착/ 멸균,1-Day_Sph,58,P0247A-02.50,1-DAY_58_공용_MD로고,"2,320",80,5,"2,405",0,"2,320",OG93,검사43호기,확인,14.2
A20260106-116,2026-01-09,C관(2공장),[80] 누수/규격검사,1-Day_Sph,58,P0247A-02.50,1-DAY_58_공용_MD로고,"2,185",0,0,"2,185",0,"2,185",OG93,누수/규격검사(2공장),확인,14.2
A20260108-476,2026-01-11,C관(2공장),[80] 누수/규격검사,1-Day_Sph,58,P0247A-02.50,1-DAY_58_공용_MD로고,"2,320",0,0,"2,320",0,"2,320",OG93,누수/규격검사(2공장),확인,14.2
A20260106-116,2026-01-09,C관(2공장),[55] 접착/ 멸균,1-Day_Sph,58,P0247A-02.50,1-DAY_58_공용_MD로고,"2,185",50,,"2,235",0,"2,185",OG93,검사47호기,확인,14.2
A20260106-466,2026-01-09,C관(2공장),[80] 누수/규격검사,1-Day_Sph,58,P0247A-02.50,1-DAY_58_공용_MD로고,"2,090",0,0,"2,090",0,"2,090",OG93,누수/규격검사(2공장),확인,14.2
A20260111-121,2026-01-14,C관(2공장),[80] 누수/규격검사,1-Day_Sph,58,P0247A-02.75,1-DAY_58_공용_MD로고,"2,305",0,0,"2,305",0,"2,305",OG94,누수/규격검사(2공장),확인,14.2
A20251205-199,2026-01-12,C관(2공장),[45] 하이드레이션/전면검사,1-Day_Sph,58,P0247A-02.75,1-DAY_58_공용_MD로고,"2,520",0,0,"2,520",0,"2,520",,워터배스2-12호기,확인,14.2
A20260111-121,2026-01-14,C관(2공장),[55] 접착/ 멸균,1-Day_Sph,58,P0247A-02.75,1-DAY_58_공용_MD로고,"2,305",30,5,"2,340",0,"2,305",OG94,검사41호기,확인,14.2
A20251205-199,2026-01-13,C관(2공장),[80] 누수/규격검사,1-Day_Sph,58,P0247A-02.75,1-DAY_58_공용_MD로고,"2,495",5,0,"2,500",0,"2,495",OG94,누수/규격검사(2공장),확인,14.2
A20260111-121,2026-01-13,C관(2공장),[45] 하이드레이션/전면검사,1-Day_Sph,58,P0247A-02.75,1-DAY_58_공용_MD로고,"2,340",2,0,"2,342",0,"2,340",,워터배스2-2호기,확인,14.2
A20251205-199,2026-01-13,C관(2공장),[55] 접착/ 멸균,1-Day_Sph,58,P0247A-02.75,1-DAY_58_공용_MD로고,"2,500",20,,"2,520",0,"2,500",OG94,검사43호기,확인,14.2
A20260110-476,2026-01-12,C관(2공장),[80] 누수/규격검사,1-Day_Sph,58,P0247A-03.75,1-DAY_58_공용_MD로고,"2,590",0,0,"2,590",0,"2,590",OG94,누수/규격검사(2공장),확인,14.2
A20260107-141,2026-01-09,C관(2공장),[80] 누수/규격검사,1-Day_Sph,58,P0247A-01.75,1-DAY_58_공용_MD로고,"2,315",20,0,"2,335",0,"2,315",OG93,누수/규격검사(2공장),확인,14.2
A20260107-141,2026-01-08,C관(2공장),[55] 접착/ 멸균,1-Day_Sph,58,P0247A-01.75,1-DAY_58_공용_MD로고,"2,335",15,5,"2,355",0,"2,335",OG93,검사41호기,확인,14.2
A20260107-141,2026-01-08,C관(2공장),[45] 하이드레이션/전면검사,1-Day_Sph,58,P0247A-01.75,1-DAY_58_공용_MD로고,"2,355",6,0,"2,361",0,"2,355",,워터배스2-2호기,확인,14.2
A20260108-403,2026-01-09,C관(2공장),[45] 하이드레이션/전면검사,1-Day_Sph,58,P0247A-01.75,1-DAY_58_공용_MD로고,"2,725",0,0,"2,725",0,"2,725",,워터배스2-12호기,확인,14.2
A20260108-403,2026-01-10,C관(2공장),[80] 누수/규격검사,1-Day_Sph,58,P0247A-01.75,1-DAY_58_공용_MD로고,"2,630",5,0,"2,635",0,"2,630",OG93,누수/규격검사(2공장),확인,14.2
A20260108-403,2026-01-09,C관(2공장),[55] 접착/ 멸균,1-Day_Sph,58,P0247A-01.75,1-DAY_58_공용_MD로고,"2,635",85,5,"2,725",0,"2,635",OG93,검사43호기,확인,14.2
A20260108-388,2026-01-10,C관(2공장),[45] 하이드레이션/전면검사,1-Day_Sph,58,P0247A-02.00,1-DAY_58_공용_MD로고,"2,320",3,0,"2,323",0,"2,320",,워터배스2-12호기,확인,14.2
A20260108-388,2026-01-11,C관(2공장),[80] 누수/규격검사,1-Day_Sph,58,P0247A-02.00,1-DAY_58_공용_MD로고,"2,295",0,0,"2,295",0,"2,295",OG93,누수/규격검사(2공장),확인,14.2
A20260108-388,2026-01-11,C관(2공장),[55] 접착/ 멸균,1-Day_Sph,58,P0247A-02.00,1-DAY_58_공용_MD로고,"2,295",20,5,"2,320",0,"2,295",OG93,검사43호기,확인,14.2
A20260106-108,2026-01-09,C관(2공장),[80] 누수/규격검사,1-Day_Sph,58,P0247A-02.50,1-DAY_58_공용_MD로고,"2,245",0,0,"2,245",0,"2,245",OG93,누수/규격검사(2공장),확인,14.2
A20260106-108,2026-01-08,C관(2공장),[55] 접착/ 멸균,1-Day_Sph,58,P0247A-02.50,1-DAY_58_공용_MD로고,"2,245",40,5,"2,290",0,"2,245",OG93,검사43호기,확인,14.2
A20260106-108,2026-01-08,C관(2공장),[45] 하이드레이션/전면검사,1-Day_Sph,58,P0247A-02.50,1-DAY_58_공용_MD로고,"2,290",2,0,"2,292",0,"2,290",,워터배스2-12호기,확인,14.2
A20260107-288,2026-01-10,C관(2공장),[55] 접착/ 멸균,1-Day_Sph,58,P0247A-02.50,1-DAY_58_공용_MD로고,"2,480",55,5,"2,540",0,"2,480",OG93,검사43호기,확인,14.2
A20260107-288,2026-01-10,C관(2공장),[80] 누수/규격검사,1-Day_Sph,58,P0247A-02.50,1-DAY_58_공용_MD로고,"2,475",5,0,"2,480",0,"2,475",OG93,누수/규격검사(2공장),확인,14.2
A20260107-288,2026-01-09,C관(2공장),[45] 하이드레이션/전면검사,1-Day_Sph,58,P0247A-02.50,1-DAY_58_공용_MD로고,"2,540",1,0,"2,541",0,"2,540",,워터배스2-2호기,확인,14.2
A20260113-313,2026-01-16,C관(2공장),[80] 누수/규격검사,1-Day_Sph,58,P0247A-02.75,1-DAY_58_공용_MD로고,"2,670",0,0,"2,670",0,"2,670",OG94,누수/규격검사(2공장),확인,14.2
A20260114-263,2026-01-16,C관(2공장),[80] 누수/규격검사,1-Day_Sph,58,P0247A-02.75,1-DAY_58_공용_MD로고,"2,660",0,0,"2,660",0,"2,660",OG94,누수/규격검사(2공장),확인,14.2
A20251213-522,2026-01-12,C관(2공장),[80] 누수/규격검사,1-Day_Sph,58,P0247A-02.75,1-DAY_58_공용_MD로고,"2,145",10,0,"2,155",0,"2,145",OG94,누수/규격검사(2공장),확인,14.2
A20260114-263,2026-01-15,C관(2공장),[55] 접착/ 멸균,1-Day_Sph,58,P0247A-02.75,1-DAY_58_공용_MD로고,"2,660",120,5,"2,785",0,"2,660",OG94,검사45호기,확인,14.2
A20251213-522,2026-01-12,C관(2공장),[55] 접착/ 멸균,1-Day_Sph,58,P0247A-02.75,1-DAY_58_공용_MD로고,"2,155",65,,"2,220",0,"2,155",OG94,검사47호기,확인,14.2
A20260110-139,2026-01-15,C관(2공장),[55] 접착/ 멸균,1-Day_Sph,58,P0247A-02.75,1-DAY_58_공용_MD로고,"2,165",70,,"2,235",0,"2,165",OG94,검사45호기,확인,14.2
A20260110-139,2026-01-15,C관(2공장),[80] 누수/규격검사,1-Day_Sph,58,P0247A-02.75,1-DAY_58_공용_MD로고,"2,165",0,0,"2,165",0,"2,165",OG94,누수/규격검사(2공장),확인,14.2
A20251218-288,2026-01-15,C관(2공장),[80] 누수/규격검사,1-Day_Sph,58,P0247A-02.75,1-DAY_58_공용_MD로고,"2,320",0,0,"2,320",0,"2,320",OG94,누수/규격검사(2공장),확인,14.2
A20251218-288,2026-01-15,C관(2공장),[55] 접착/ 멸균,1-Day_Sph,58,P0247A-02.75,1-DAY_58_공용_MD로고,"2,320",75,5,"2,400",0,"2,320",OG94,검사45호기,확인,14.2
A20260113-313,2026-01-15,C관(2공장),[55] 접착/ 멸균,1-Day_Sph,58,P0247A-02.75,1-DAY_58_공용_MD로고,"2,670",60,,"2,730",0,"2,670",OG94,검사45호기,확인,14.2
A20251213-522,2026-01-12,C관(2공장),[45] 하이드레이션/전면검사,1-Day_Sph,58,P0247A-02.75,1-DAY_58_공용_MD로고,"2,220",1,0,"2,221",0,"2,220",,워터배스2-2호기,확인,14.2
A20260110-139,2026-01-15,C관(2공장),[45] 하이드레이션/전면검사,1-Day_Sph,58,P0247A-02.75,1-DAY_58_공용_MD로고,"2,235",2,0,"2,237",0,"2,235",,워터배스2-1호기,확인,14.2
A20251218-288,2026-01-15,C관(2공장),[45] 하이드레이션/전면검사,1-Day_Sph,58,P0247A-02.75,1-DAY_58_공용_MD로고,"2,400",3,0,"2,403",0,"2,400",,워터배스2-1호기,확인,14.2
A20260106-133,2026-01-09,C관(2공장),[55] 접착/ 멸균,1-Day_Sph,58,P0247A-01.75,1-DAY_58_공용_MD로고,"1,630",55,5,"1,690",0,"1,630",OG93,검사41호기,확인,14.2
A20260106-133,2026-01-08,C관(2공장),[45] 하이드레이션/전면검사,1-Day_Sph,58,P0247A-01.75,1-DAY_58_공용_MD로고,"1,690",1,0,"1,691",0,"1,690",,워터배스2-12호기,확인,14.2
A20260106-133,2026-01-09,C관(2공장),[80] 누수/규격검사,1-Day_Sph,58,P0247A-01.75,1-DAY_58_공용_MD로고,"1,585",45,0,"1,630",0,"1,585",OG93,누수/규격검사(2공장),확인,14.2
A20260106-502,2026-01-09,C관(2공장),[80] 누수/규격검사,1-Day_Sph,58,P0247A-02.00,1-DAY_58_공용_MD로고,"1,945",0,0,"1,945",0,"1,945",OG93,누수/규격검사(2공장),확인,14.2
A20260106-502,2026-01-08,C관(2공장),[55] 접착/ 멸균,1-Day_Sph,58,P0247A-02.00,1-DAY_58_공용_MD로고,"1,945",35,5,"1,985",0,"1,945",OG93,검사43호기,확인,14.2
A20260107-140,2026-01-08,C관(2공장),[80] 누수/규격검사,1-Day_Sph,58,P0247A-02.00,1-DAY_58_공용_MD로고,"2,430",0,0,"2,430",0,"2,430",OG93,누수/규격검사(2공장),확인,14.2
A20260107-140,2026-01-08,C관(2공장),[55] 접착/ 멸균,1-Day_Sph,58,P0247A-02.00,1-DAY_58_공용_MD로고,"2,430",20,5,"2,455",0,"2,430",OG93,검사41호기,확인,14.2
A20260106-502,2026-01-08,C관(2공장),[45] 하이드레이션/전면검사,1-Day_Sph,58,P0247A-02.00,1-DAY_58_공용_MD로고,"1,985",4,0,"1,989",0,"1,985",,워터배스2-12호기,확인,14.2
A20260107-140,2026-01-08,C관(2공장),[45] 하이드레이션/전면검사,1-Day_Sph,58,P0247A-02.00,1-DAY_58_공용_MD로고,"2,455",4,0,"2,459",0,"2,455",,워터배스2-2호기,확인,14.2
A20260107-287,2026-01-10,C관(2공장),[55] 접착/ 멸균,1-Day_Sph,58,P0247A-02.50,1-DAY_58_공용_MD로고,"2,435",40,,"2,475",0,"2,435",OG93,검사47호기,확인,14.2
A20260107-287,2026-01-10,C관(2공장),[45] 하이드레이션/전면검사,1-Day_Sph,58,P0247A-02.50,1-DAY_58_공용_MD로고,"2,475.00",0,0,"2,475.00",0,"2,475.00",,워터배스2-2호기,확인,14.2
A20260107-287,2026-01-11,C관(2공장),[80] 누수/규격검사,1-Day_Sph,58,P0247A-02.50,1-DAY_58_공용_MD로고,"2,435",0,0,"2,435",0,"2,435",OG93,누수/규격검사(2공장),확인,14.2
A20260113-312,2026-01-16,C관(2공장),[55] 접착/ 멸균,1-Day_Sph,58,P0247A-02.75,1-DAY_58_공용_MD로고,"2,595",85,5,"2,685",0,"2,595",OG94,검사41호기,확인,14.2
A20260113-312,2026-01-16,C관(2공장),[80] 누수/규격검사,1-Day_Sph,58,P0247A-02.75,1-DAY_58_공용_MD로고,"2,590",5,0,"2,595",0,"2,590",OG94,누수/규격검사(2공장),확인,14.2
A20260113-312,2026-01-15,C관(2공장),[45] 하이드레이션/전면검사,1-Day_Sph,58,P0247A-02.75,1-DAY_58_공용_MD로고,"2,685",3,0,"2,688",0,"2,685",,워터배스2-1호기,확인,14.2
A20260110-479,2026-01-12,C관(2공장),[80] 누수/규격검사,1-Day_Sph,58,P0247A-03.75,1-DAY_58_공용_MD로고,"2,275",10,0,"2,285",0,"2,275",OG94,누수/규격검사(2공장),확인,14.2
A20260110-479,2026-01-12,C관(2공장),[55] 접착/ 멸균,1-Day_Sph,58,P0247A-03.75,1-DAY_58_공용_MD로고,"2,285",60,5,"2,350",0,"2,285",OG94,검사47호기,확인,14.2
A20260110-464,2026-01-12,C관(2공장),[45] 하이드레이션/전면검사,1-Day_Sph,58,P0247A-03.75,1-DAY_58_공용_MD로고,"2,590",10,0,"2,600",0,"2,590",,워터배스2-2호기,확인,14.2
A20260110-479,2026-01-12,C관(2공장),[45] 하이드레이션/전면검사,1-Day_Sph,58,P0247A-03.75,1-DAY_58_공용_MD로고,"2,350",4,0,"2,354.00",0,"2,350",,워터배스2-2호기,확인,14.2
A20260110-464,2026-01-13,C관(2공장),[80] 누수/규격검사,1-Day_Sph,58,P0247A-03.75,1-DAY_58_공용_MD로고,"2,545",0,0,"2,545",0,"2,545",OG94,누수/규격검사(2공장),확인,14.2
A20260110-464,2026-01-13,C관(2공장),[55] 접착/ 멸균,1-Day_Sph,58,P0247A-03.75,1-DAY_58_공용_MD로고,"2,545",45,,"2,590",0,"2,545",OG94,검사43호기,확인,14.2
A20260114-566,2026-01-21,C관(2공장),[55] 접착/ 멸균,1-Day_Sph,58,P0248A-04.25,1-DAY_58_공용_Hioxi_MD로고,"1,880",40,5,"1,925",0,"1,880",OG94,검사46호기,확인,14.2
A20260114-566,2026-01-22,C관(2공장),[80] 누수/규격검사,1-Day_Sph,58,P0248A-04.25,1-DAY_58_공용_Hioxi_MD로고,"1,880",0,0,"1,880",0,"1,880",OG94,누수/규격검사(2공장),확인,14.2
A20260114-566,2026-01-21,C관(2공장),[45] 하이드레이션/전면검사,1-Day_Sph,58,P0248A-04.25,1-DAY_58_공용_Hioxi_MD로고,"1,925",2,0,"1,927",0,"1,925",,워터배스2-2호기,확인,14.2
s20260112-303,2026-01-14,S관(3공장),[55] 접착/ 멸균,Si_1-Day_Sph,45,P0510A-02.00,O2O2 D_UV_Spherical_FGC,"2,245",53,5,"2,303",0,"2,245",OG94,A형 인라인5호기,확인,14.2
S20260112-303,2026-01-14,S관(3공장),[80] 누수/규격검사,Si_1-Day_Sph,45,P0510A-02.00,O2O2 D_UV_Spherical_FGC,"2,245",0,0,"2,245",0,"2,245",OG94,누수/규격검사(3공장),확인,14.2
S20260112-303,2026-01-13,S관(3공장),[45] 하이드레이션/전면검사,Si_1-Day_Sph,45,P0510A-02.00,O2O2 D_UV_Spherical_FGC,"2,303",8,0,"2,311",0,"2,303",,S관 실리콘 자동수화기,확인,14.2
S20260131-088,2026-02-02,S관(3공장),[55] 접착/ 멸균,Si_1-Day_Sph,45,P0510A-03.25,O2O2 D_UV_Spherical_FGC,"2,505",18,,"2,523",0,"2,505",OG95,A형 인라인4호기,확인,14.2
S20260131-088,2026-02-02,S관(3공장),[80] 누수/규격검사,Si_1-Day_Sph,45,P0510A-03.25,O2O2 D_UV_Spherical_FGC,"2,505",0,0,"2,505",0,"2,505",OG95,누수/규격검사(3공장),확인,14.2
A20260106-484,2026-01-08,C관(2공장),[45] 하이드레이션/전면검사,1-Day_Sph,58,P0247A-01.75,1-DAY_58_공용_MD로고,"2,695",7,0,"2,702",0,"2,695",,워터배스2-12호기,확인,14.2
A20260107-253,2026-01-12,C관(2공장),[80] 누수/규격검사,1-Day_Sph,58,P0247A-01.75,1-DAY_58_공용_MD로고,"2,235",0,0,"2,235",0,"2,235",OG94,누수/규격검사(2공장),확인,14.2
A20260107-365,2026-01-12,C관(2공장),[80] 누수/규격검사,1-Day_Sph,58,P0247A-01.75,1-DAY_58_공용_MD로고,"2,245",15,0,"2,260",0,"2,245",OG94,누수/규격검사(2공장),확인,14.2
A20260107-253,2026-01-12,C관(2공장),[55] 접착/ 멸균,1-Day_Sph,58,P0247A-01.75,1-DAY_58_공용_MD로고,"2,235",55,105,"2,395",0,"2,235",OG94,검사45호기,확인,14.2
A20260107-365,2026-01-12,C관(2공장),[55] 접착/ 멸균,1-Day_Sph,58,P0247A-01.75,1-DAY_58_공용_MD로고,"2,260",55,5,"2,320",0,"2,260",OG94,검사43호기,확인,14.2
A20260110-108,2026-01-14,C관(2공장),[55] 접착/ 멸균,1-Day_Sph,58,P0247A-01.75,1-DAY_58_공용_MD로고,"2,430",35,5,"2,470",0,"2,430",OG94,검사41호기,확인,14.2
A20260106-134,2026-01-09,C관(2공장),[45] 하이드레이션/전면검사,1-Day_Sph,58,P0247A-01.75,1-DAY_58_공용_MD로고,"2,275",3,0,"2,278",0,"2,275",,워터배스2-12호기,확인,14.2
A20260110-108,2026-01-13,C관(2공장),[45] 하이드레이션/전면검사,1-Day_Sph,58,P0247A-01.75,1-DAY_58_공용_MD로고,"2,470",4,0,"2,474",0,"2,470",,워터배스2-2호기,확인,14.2
A20260107-365,2026-01-11,C관(2공장),[45] 하이드레이션/전면검사,1-Day_Sph,58,P0247A-01.75,1-DAY_58_공용_MD로고,"2,320",4,0,"2,324",0,"2,320",,워터배스2-12호기,확인,14.2
A20260107-253,2026-01-11,C관(2공장),[45] 하이드레이션/전면검사,1-Day_Sph,58,P0247A-01.75,1-DAY_58_공용_MD로고,"2,395",4,0,"2,399",0,"2,395",,워터배스2-12호기,확인,14.2
A20260106-484,2026-01-09,C관(2공장),[80] 누수/규격검사,1-Day_Sph,58,P0247A-01.75,1-DAY_58_공용_MD로고,"2,620",20,0,"2,640",0,"2,620",OG93,누수/규격검사(2공장),확인,14.2
A20260106-134,2026-01-11,C관(2공장),[80] 누수/규격검사,1-Day_Sph,58,P0247A-01.75,1-DAY_58_공용_MD로고,"2,230",0,0,"2,230",0,"2,230",OG93,누수/규격검사(2공장),확인,14.2
A20260106-484,2026-01-09,C관(2공장),[55] 접착/ 멸균,1-Day_Sph,58,P0247A-01.75,1-DAY_58_공용_MD로고,"2,640",50,5,"2,695",0,"2,640",OG93,검사47호기,확인,14.2
A20260110-108,2026-01-14,C관(2공장),[80] 누수/규격검사,1-Day_Sph,58,P0247A-01.75,1-DAY_58_공용_MD로고,"2,425",5,0,"2,430",0,"2,425",OG94,누수/규격검사(2공장),확인,14.2
A20260106-134,2026-01-11,C관(2공장),[55] 접착/ 멸균,1-Day_Sph,58,P0247A-01.75,1-DAY_58_공용_MD로고,"2,230",45,,"2,275",0,"2,230",OG93,검사47호기,확인,14.2
A20260106-500,2026-01-09,C관(2공장),[80] 누수/규격검사,1-Day_Sph,58,P0247A-02.00,1-DAY_58_공용_MD로고,"1,880",10,0,"1,890",0,"1,880",OG93,누수/규격검사(2공장),확인,14.2
A20260106-142,2026-01-09,C관(2공장),[45] 하이드레이션/전면검사,1-Day_Sph,58,P0247A-02.00,1-DAY_58_공용_MD로고,"2,055",4,0,"2,059",0,"2,055",,워터배스2-2호기,확인,14.2
A20260202-391,2026-02-04,C관(2공장),[45] 하이드레이션/전면검사,1-Day_Sph,58,P0247A-02.00,1-DAY_58_공용_MD로고,"2,595",0,0,"2,595",0,"2,595",,워터배스2-2호기,확인,14.2
A20260202-391,2026-02-04,C관(2공장),[55] 접착/ 멸균,1-Day_Sph,58,P0247A-02.00,1-DAY_58_공용_MD로고,"2,565",25,5,"2,595",0,"2,565",OG95,검사47호기,확인,14.2
A20260201-591,2026-02-04,C관(2공장),[55] 접착/ 멸균,1-Day_Sph,58,P0247A-02.00,1-DAY_58_공용_MD로고,"2,325",50,5,"2,380",0,"2,325",OG95,검사47호기,확인,14.2
A20260201-591,2026-02-04,C관(2공장),[45] 하이드레이션/전면검사,1-Day_Sph,58,P0247A-02.00,1-DAY_58_공용_MD로고,"2,380",1,0,"2,381",0,"2,380",,워터배스2-12호기,확인,14.2
A20260202-391,2026-02-04,C관(2공장),[80] 누수/규격검사,1-Day_Sph,58,P0247A-02.00,1-DAY_58_공용_MD로고,"2,555",10,0,"2,565",0,"2,555",OG95,누수/규격검사(2공장),확인,14.2
A20260106-500,2026-01-08,C관(2공장),[55] 접착/ 멸균,1-Day_Sph,58,P0247A-02.00,1-DAY_58_공용_MD로고,"1,890",25,5,"1,920",0,"1,890",OG93,검사41호기,확인,14.2
A20260201-591,2026-02-05,C관(2공장),[80] 누수/규격검사,1-Day_Sph,58,P0247A-02.00,1-DAY_58_공용_MD로고,"2,325",0,0,"2,325",0,"2,325",OG95,누수/규격검사(2공장),확인,14.2
A20260106-500,2026-01-08,C관(2공장),[45] 하이드레이션/전면검사,1-Day_Sph,58,P0247A-02.00,1-DAY_58_공용_MD로고,"1,920",1,0,"1,921",0,"1,920",,워터배스2-12호기,확인,14.2
A20260106-479,2026-01-10,C관(2공장),[55] 접착/ 멸균,1-Day_Sph,58,P0247A-02.00,1-DAY_58_공용_MD로고,"2,535",15,,"2,550",0,"2,535",OG93,검사43호기,확인,14.2
A20260106-479,2026-01-10,C관(2공장),[80] 누수/규격검사,1-Day_Sph,58,P0247A-02.00,1-DAY_58_공용_MD로고,"2,535",0,0,"2,535",0,"2,535",OG93,누수/규격검사(2공장),확인,14.2
A20260108-197,2026-01-10,C관(2공장),[80] 누수/규격검사,1-Day_Sph,58,P0247A-02.00,1-DAY_58_공용_MD로고,"2,580",15,0,"2,595",0,"2,580",OG93,누수/규격검사(2공장),확인,14.2
A20260115-023,2026-01-16,,[H6] 완제품,RGP_Sph,,H00737.80-11.00099.6,REL Violet,1,0,0,1,0,1,,,확인,9.6
A20251218-556,2026-01-09,C관(2공장),[80] 누수/규격검사,1-Day_Sph,58,P0247A-01.75,1-DAY_58_공용_MD로고,"2,630",25,0,"2,655",0,"2,630",OG93,누수/규격검사(2공장),확인,14.2
A20260108-107,2026-01-12,C관(2공장),[80] 누수/규격검사,1-Day_Sph,58,P0247A-01.75,1-DAY_58_공용_MD로고,"2,420",0,0,"2,420",0,"2,420",OG94,누수/규격검사(2공장),확인,14.2
A20251218-556,2026-01-08,C관(2공장),[55] 접착/ 멸균,1-Day_Sph,58,P0247A-01.75,1-DAY_58_공용_MD로고,"2,655",40,5,"2,700",0,"2,655",OG93,검사43호기,확인,14.2
A20251218-556,2026-01-08,C관(2공장),[45] 하이드레이션/전면검사,1-Day_Sph,58,P0247A-01.75,1-DAY_58_공용_MD로고,"2,700",4,0,"2,704",0,"2,700",,워터배스2-12호기,확인,14.2
A20260108-101,2026-01-12,C관(2공장),[80] 누수/규격검사,1-Day_Sph,58,P0247A-01.75,1-DAY_58_공용_MD로고,"2,195",15,0,"2,210",0,"2,195",OG94,누수/규격검사(2공장),확인,14.2
A20260106-485,2026-01-12,C관(2공장),[80] 누수/규격검사,1-Day_Sph,58,P0247A-01.75,1-DAY_58_공용_MD로고,"2,185",0,0,"2,185",0,"2,185",OG94,누수/규격검사(2공장),확인,14.2
A20260106-485,2026-01-12,C관(2공장),[55] 접착/ 멸균,1-Day_Sph,58,P0247A-01.75,1-DAY_58_공용_MD로고,"2,185",60,5,"2,250",0,"2,185",OG94,검사47호기,확인,14.2
A20260108-101,2026-01-12,C관(2공장),[55] 접착/ 멸균,1-Day_Sph,58,P0247A-01.75,1-DAY_58_공용_MD로고,"2,210",70,5,"2,285",0,"2,210",OG94,검사45호기,확인,14.2
A20260108-107,2026-01-11,C관(2공장),[55] 접착/ 멸균,1-Day_Sph,58,P0247A-01.75,1-DAY_58_공용_MD로고,"2,420",85,5,"2,510",0,"2,420",OG94,검사43호기,확인,14.2
A20260108-101,2026-01-11,C관(2공장),[45] 하이드레이션/전면검사,1-Day_Sph,58,P0247A-01.75,1-DAY_58_공용_MD로고,"2,285",3,0,"2,288",0,"2,285",,워터배스2-12호기,확인,14.2
A20260106-485,2026-01-11,C관(2공장),[45] 하이드레이션/전면검사,1-Day_Sph,58,P0247A-01.75,1-DAY_58_공용_MD로고,"2,250",1,0,"2,251",0,"2,250",,워터배스2-12호기,확인,14.2
